order_id,product_id,customer_id,price,order_date,shipping_date,quantity,discount,shipping_cost,order_status
4374945,313802,38033,119.93,2026-02-19 16:35:07.866255,2026-02-23 16:35:07.866255,2,0.06,21.55,Delivered
8005943,720230,80162,399.9,2025-10-20 16:35:07.866286,2025-10-29 16:35:07.866286,3,0.22,22.39,Processing
4783085,924197,51869,372.6,2025-07-23 16:35:07.866312,2025-07-25 16:35:07.866312,1,0.01,19.74,Shipped
2842693,363028,13827,461.97,2025-05-31 16:35:07.866332,2025-06-02 16:35:07.866332,1,0.04,18.48,Shipped
5092757,720230,15765,128.46,2026-01-05 16:35:07.866348,2026-01-11 16:35:07.866348,2,0.03,10.27,Delivered
6631454,674253,82620,189.41,2025-05-28 16:35:07.866363,2025-05-31 16:35:07.866363,2,0.21,5.49,Processing
4607325,328815,13903,268.22,2025-05-15 16:35:07.866379,2025-05-19 16:35:07.866379,4,0.21,13.75,Shipped
9424932,176588,76130,321.28,2025-12-26 16:35:07.866395,2026-01-01 16:35:07.866395,1,0.05,16.58,Processing
9005550,328815,93070,381.88,2026-04-04 16:35:07.866410,2026-04-09 16:35:07.866410,1,0.04,12.44,Processing
2097451,187821,72030,213.66,2025-06-24 16:35:07.866439,2025-07-03 16:35:07.866439,4,0.09,21.49,Returned
2148060,187821,57974,192.74,2025-08-17 16:35:07.866469,2025-08-22 16:35:07.866469,3,0.04,18.06,Shipped
5291676,562958,69921,287.11,2025-11-26 16:35:07.866485,2025-11-29 16:35:07.866485,3,0.01,17.86,Shipped
6829771,562958,64663,458.46,2025-12-23 16:35:07.866501,2025-12-24 16:35:07.866501,4,0.05,23.32,Returned
1375531,674253,58183,301.85,2025-05-20 16:35:07.866517,2025-05-22 16:35:07.866517,2,0.28,24.91,Returned
3799644,924197,56477,10.06,2026-01-09 16:35:07.866533,2026-01-16 16:35:07.866533,2,0.26,15.41,Returned
8257046,176588,76680,70.78,2025-11-18 16:35:07.866549,2025-11-19 16:35:07.866549,3,0.28,15.05,Delivered
2637118,512461,89187,55.59,2025-06-30 16:35:07.866564,2025-07-04 16:35:07.866564,2,0.27,16.13,Shipped
6405829,938521,54346,480.67,2025-07-02 16:35:07.866586,2025-07-11 16:35:07.866586,2,0.06,17.92,Returned
9500121,187821,26719,256.9,2025-05-17 16:35:07.866627,2025-05-23 16:35:07.866627,4,0.05,11.16,Delivered
9470585,187821,58842,11.92,2025-11-06 16:35:07.866644,2025-11-09 16:35:07.866644,3,0.03,21.26,Shipped
6075552,363028,70152,110.32,2026-02-13 16:35:07.866660,2026-02-20 16:35:07.866660,2,0.11,5.54,Returned
9356618,363028,51451,352.42,2025-06-25 16:35:07.866676,2025-06-30 16:35:07.866676,2,0.29,10.97,Delivered
4047699,720230,26245,277.17,2025-08-05 16:35:07.866691,2025-08-13 16:35:07.866691,3,0.04,16.15,Returned
3823579,674253,46462,43.03,2026-02-08 16:35:07.866707,2026-02-17 16:35:07.866707,1,0.12,17.85,Delivered
9278420,187821,20113,367.82,2025-06-18 16:35:07.866723,2025-06-25 16:35:07.866723,3,0.18,13.81,Shipped
3277822,328815,86267,475.45,2025-09-16 16:35:07.866739,2025-09-25 16:35:07.866739,2,0.19,19.17,Returned
4783465,512461,16247,469.88,2025-08-11 16:35:07.866755,2025-08-18 16:35:07.866755,2,0.13,11.32,Shipped
4838466,924197,85211,382.22,2025-09-20 16:35:07.866770,2025-09-23 16:35:07.866770,2,0.16,5.08,Returned
6064136,781209,76650,230.96,2025-12-04 16:35:07.866786,2025-12-10 16:35:07.866786,3,0.23,5.64,Returned
6895051,492904,94830,103.9,2025-06-11 16:35:07.866801,2025-06-19 16:35:07.866801,4,0.21,13.1,Shipped
1580538,492904,68510,404.3,2026-02-23 16:35:07.866817,2026-02-26 16:35:07.866817,3,0.2,18.07,Shipped
5110032,924197,69868,31.68,2026-01-17 16:35:07.866832,2026-01-25 16:35:07.866832,3,0.21,18.93,Processing
4178724,363028,50365,396.52,2025-05-04 16:35:07.866848,2025-05-05 16:35:07.866848,2,0.1,10.64,Shipped
5035161,674253,12158,383.5,2025-10-18 16:35:07.866863,2025-10-22 16:35:07.866863,1,0.02,20.72,Delivered
5563286,720230,23068,95.11,2025-07-12 16:35:07.866879,2025-07-16 16:35:07.866879,1,0.22,19.39,Processing
4400688,187821,63836,361.46,2025-09-14 16:35:07.866898,2025-09-21 16:35:07.866898,2,0.22,20.5,Delivered
9185452,140937,86048,31.78,2025-09-09 16:35:07.866914,2025-09-14 16:35:07.866914,3,0.01,7.96,Processing
8640781,492904,13308,220.24,2025-07-10 16:35:07.866930,2025-07-19 16:35:07.866930,1,0.22,11.03,Delivered
9186541,938521,80815,310.66,2026-02-16 16:35:07.866945,2026-02-23 16:35:07.866945,2,0.26,15.5,Returned
5809127,176588,39244,103.43,2025-09-29 16:35:07.866961,2025-10-01 16:35:07.866961,3,0.1,5.18,Returned
3706827,512461,53065,393.01,2025-06-11 16:35:07.866976,2025-06-20 16:35:07.866976,2,0.25,11.14,Processing
3115749,924197,92681,47.26,2025-12-31 16:35:07.866992,2026-01-08 16:35:07.866992,2,0.18,9.09,Delivered
3990921,492904,21678,484.93,2025-06-15 16:35:07.867007,2025-06-17 16:35:07.867007,3,0.26,6.53,Shipped
4685337,313802,21585,26.04,2025-11-28 16:35:07.867023,2025-11-30 16:35:07.867023,2,0.12,21.2,Shipped
1601504,328815,97527,424.4,2026-02-20 16:35:07.867038,2026-03-01 16:35:07.867038,3,0.03,21.3,Delivered
9123382,328815,54543,255.42,2025-11-18 16:35:07.867054,2025-11-21 16:35:07.867054,2,0.27,14.53,Delivered
7348526,381632,10950,387.85,2025-09-12 16:35:07.867076,2025-09-16 16:35:07.867076,1,0.04,24.35,Shipped
3910311,938521,59183,14.63,2025-08-03 16:35:07.867110,2025-08-08 16:35:07.867110,4,0.2,23.97,Shipped
7852871,492904,67740,143.15,2025-07-15 16:35:07.867126,2025-07-17 16:35:07.867126,3,0.06,17.49,Shipped
9150292,781209,30569,428.98,2025-11-08 16:35:07.867141,2025-11-15 16:35:07.867141,4,0.15,23.98,Shipped
9797984,363028,22381,50.37,2025-12-08 16:35:07.867156,2025-12-17 16:35:07.867156,3,0.14,19.92,Returned
5085836,924197,95529,369.65,2025-11-26 16:35:07.867172,2025-12-02 16:35:07.867172,1,0.3,23.57,Delivered
5032988,140937,46749,403.18,2025-07-15 16:35:07.867188,2025-07-17 16:35:07.867188,1,0.09,20.66,Processing
9808475,492904,67569,13.28,2025-06-06 16:35:07.867203,2025-06-13 16:35:07.867203,4,0.05,13.48,Delivered
5957844,938521,97149,451.94,2025-12-20 16:35:07.867219,2025-12-28 16:35:07.867219,4,0.02,14.94,Processing
9356663,492904,93708,243.72,2026-03-12 16:35:07.867235,2026-03-18 16:35:07.867235,1,0.05,6.58,Processing
8532047,674253,25949,228.33,2025-09-15 16:35:07.867250,2025-09-19 16:35:07.867250,4,0.06,13.95,Processing
3652357,492904,99117,59.98,2025-07-03 16:35:07.867266,2025-07-11 16:35:07.867266,4,0.15,12.95,Shipped
4604095,924197,26231,129.79,2025-10-18 16:35:07.867280,2025-10-20 16:35:07.867280,3,0.24,12.34,Processing
7488590,313802,52800,29.38,2025-10-09 16:35:07.867296,2025-10-15 16:35:07.867296,3,0.16,22.67,Processing
2203386,176588,19723,58.24,2026-02-03 16:35:07.867311,2026-02-07 16:35:07.867311,4,0.26,20.4,Processing
2036707,363028,78142,177.56,2025-09-02 16:35:07.867334,2025-09-08 16:35:07.867334,4,0.24,14.13,Shipped
9100544,562958,22068,355.12,2026-01-12 16:35:07.867361,2026-01-14 16:35:07.867361,1,0.23,22.91,Shipped
5259425,381632,19206,140.26,2026-02-24 16:35:07.867389,2026-03-04 16:35:07.867389,1,0.11,14.85,Processing
3020612,938521,38354,133.81,2025-06-11 16:35:07.867417,2025-06-13 16:35:07.867417,4,0.23,24.74,Returned
3654450,674253,21993,153.07,2025-10-24 16:35:07.867433,2025-10-28 16:35:07.867433,3,0.06,21.65,Shipped
5291013,492904,62318,271.31,2025-06-10 16:35:07.867448,2025-06-15 16:35:07.867448,3,0.05,19.38,Delivered
8823835,492904,24290,139.21,2025-11-28 16:35:07.867464,2025-12-06 16:35:07.867464,4,0.22,21.21,Processing
6730162,720230,60423,391.58,2025-06-01 16:35:07.867479,2025-06-02 16:35:07.867479,2,0.22,18.16,Processing
8570610,720230,49966,266.2,2025-08-31 16:35:07.867495,2025-09-06 16:35:07.867495,2,0.04,17.33,Returned
5786558,512461,56789,107.53,2025-07-16 16:35:07.867510,2025-07-22 16:35:07.867510,1,0.18,14.94,Delivered
8568924,363028,78652,444.96,2025-04-17 16:35:07.867525,2025-04-22 16:35:07.867525,3,0.17,14.49,Shipped
1223013,512461,69090,13.03,2025-04-26 16:35:07.867541,2025-04-29 16:35:07.867541,2,0.15,17.88,Shipped
9752966,381632,80250,397.36,2025-08-30 16:35:07.867556,2025-09-04 16:35:07.867556,1,0.2,8.25,Shipped
5352252,924197,65305,73.7,2025-05-07 16:35:07.867572,2025-05-08 16:35:07.867572,2,0.12,22.95,Delivered
7032839,720230,71745,29.58,2025-05-14 16:35:07.867588,2025-05-23 16:35:07.867588,4,0.06,17.86,Processing
4541842,512461,91516,268.44,2026-03-08 16:35:07.867603,2026-03-09 16:35:07.867603,2,0.15,19.24,Processing
7763538,492904,24172,481.03,2025-04-29 16:35:07.867619,2025-05-03 16:35:07.867619,1,0.19,8.35,Processing
9426525,781209,10660,468.34,2025-05-01 16:35:07.867634,2025-05-09 16:35:07.867634,3,0.24,7.66,Shipped
2689310,720230,47499,212.28,2025-11-03 16:35:07.867649,2025-11-12 16:35:07.867649,1,0.3,17.8,Processing
6394718,381632,80812,467.95,2025-07-10 16:35:07.867665,2025-07-14 16:35:07.867665,4,0.22,16.03,Processing
4008199,140937,24995,436.87,2026-02-11 16:35:07.867680,2026-02-17 16:35:07.867680,1,0.27,21.7,Processing
4416108,140937,95724,150.48,2025-11-17 16:35:07.867695,2025-11-26 16:35:07.867695,3,0.04,17.75,Processing
2997477,938521,27641,99.28,2025-07-30 16:35:07.867711,2025-08-07 16:35:07.867711,3,0.28,21.94,Processing
7636948,720230,25189,364.46,2025-09-05 16:35:07.867726,2025-09-14 16:35:07.867726,1,0.06,8.83,Delivered
3358918,140937,68094,116.7,2025-12-31 16:35:07.867741,2026-01-09 16:35:07.867741,1,0.28,18.39,Delivered
2157523,381632,52338,252.62,2025-07-22 16:35:07.867757,2025-07-27 16:35:07.867757,4,0.08,24.7,Shipped
2088317,938521,57805,186.33,2025-09-17 16:35:07.867772,2025-09-18 16:35:07.867772,4,0.24,16.39,Returned
5797889,381632,76027,337.61,2025-06-17 16:35:07.867787,2025-06-20 16:35:07.867787,3,0.09,23.44,Shipped
9081996,328815,12303,276.29,2026-04-03 16:35:07.867803,2026-04-08 16:35:07.867803,3,0.29,11.03,Processing
2602478,187821,21711,183.31,2025-05-27 16:35:07.867819,2025-06-05 16:35:07.867819,1,0.12,6.71,Delivered
3025983,381632,76894,119.05,2025-08-31 16:35:07.867834,2025-09-09 16:35:07.867834,2,0.08,16.9,Shipped
3413234,363028,63568,373.0,2025-04-19 16:35:07.867849,2025-04-25 16:35:07.867849,3,0.23,22.65,Delivered
6365338,924197,69721,35.47,2025-06-07 16:35:07.867865,2025-06-09 16:35:07.867865,2,0.24,10.97,Shipped
9896988,562958,30261,23.81,2025-05-30 16:35:07.867880,2025-06-05 16:35:07.867880,1,0.18,12.62,Delivered
4483097,176588,41450,85.11,2026-01-18 16:35:07.867896,2026-01-27 16:35:07.867896,2,0.01,15.47,Shipped
4673977,781209,55766,137.55,2025-04-16 16:35:07.867911,2025-04-21 16:35:07.867911,4,0.15,10.94,Delivered
3491783,328815,70830,112.94,2025-05-25 16:35:07.867926,2025-05-28 16:35:07.867926,2,0.16,11.97,Shipped
2292259,328815,49842,261.01,2026-01-11 16:35:07.867942,2026-01-13 16:35:07.867942,1,0.07,14.9,Shipped
9676991,176588,47564,306.8,2025-06-06 16:35:07.867957,2025-06-14 16:35:07.867957,3,0.18,18.02,Returned
5938916,781209,15311,116.5,2025-10-03 16:35:07.867973,2025-10-06 16:35:07.867973,1,0.06,11.88,Returned
1977215,492904,48405,413.65,2025-12-19 16:35:07.867988,2025-12-28 16:35:07.867988,1,0.03,21.07,Returned
2460385,492904,55691,280.85,2025-08-07 16:35:07.868003,2025-08-09 16:35:07.868003,4,0.02,11.98,Returned
5557991,176588,83269,84.21,2025-05-23 16:35:07.868018,2025-05-24 16:35:07.868018,4,0.15,9.52,Delivered
3896875,562958,67990,416.44,2026-01-22 16:35:07.868034,2026-01-27 16:35:07.868034,4,0.16,21.16,Returned
3559558,512461,75514,463.09,2026-03-25 16:35:07.868049,2026-03-30 16:35:07.868049,3,0.27,24.39,Returned
2252887,781209,43423,176.57,2025-07-08 16:35:07.868065,2025-07-11 16:35:07.868065,3,0.16,22.65,Shipped
4673447,381632,14599,198.44,2025-11-05 16:35:07.868080,2025-11-06 16:35:07.868080,2,0.11,21.99,Processing
4296941,328815,45216,49.52,2025-07-29 16:35:07.868095,2025-08-01 16:35:07.868095,2,0.18,17.05,Shipped
6290543,924197,41621,149.02,2025-06-13 16:35:07.868111,2025-06-15 16:35:07.868111,3,0.15,5.86,Delivered
7912295,187821,91036,371.08,2025-08-08 16:35:07.868127,2025-08-11 16:35:07.868127,3,0.13,11.37,Returned
5065160,720230,78846,394.33,2025-05-11 16:35:07.868172,2025-05-14 16:35:07.868172,4,0.25,14.71,Returned
5462415,781209,51947,28.27,2025-07-06 16:35:07.868188,2025-07-08 16:35:07.868188,2,0.28,23.93,Shipped
6384291,781209,24746,75.13,2026-02-07 16:35:07.868203,2026-02-15 16:35:07.868203,3,0.11,8.31,Delivered
4668469,313802,82003,166.61,2025-07-27 16:35:07.868219,2025-08-01 16:35:07.868219,1,0.15,6.58,Returned
4850066,720230,48891,142.69,2025-10-02 16:35:07.868235,2025-10-06 16:35:07.868235,1,0.09,19.98,Processing
4376509,363028,27985,138.97,2025-07-17 16:35:07.868249,2025-07-18 16:35:07.868249,2,0.26,18.08,Returned
7905833,328815,74076,260.82,2025-09-27 16:35:07.868265,2025-09-28 16:35:07.868265,1,0.15,16.22,Shipped
2068673,562958,25001,398.42,2025-09-03 16:35:07.868280,2025-09-06 16:35:07.868280,2,0.23,14.51,Returned
9864929,781209,75924,265.56,2026-03-06 16:35:07.868295,2026-03-09 16:35:07.868295,3,0.01,16.66,Shipped
3211233,781209,75126,72.25,2025-08-19 16:35:07.868310,2025-08-21 16:35:07.868310,1,0.01,24.25,Delivered
5638644,140937,54692,20.53,2026-02-10 16:35:07.868327,2026-02-15 16:35:07.868327,4,0.03,12.86,Shipped
4855549,781209,40689,287.85,2025-08-27 16:35:07.868342,2025-08-28 16:35:07.868342,2,0.14,10.23,Shipped
4078523,938521,98046,38.55,2026-01-06 16:35:07.868357,2026-01-13 16:35:07.868357,4,0.02,5.96,Delivered
5921470,140937,79415,499.49,2025-05-05 16:35:07.868372,2025-05-08 16:35:07.868372,4,0.27,24.13,Returned
4653343,328815,52801,493.62,2025-08-05 16:35:07.868392,2025-08-13 16:35:07.868392,4,0.11,22.07,Delivered
3409685,938521,87843,284.25,2025-12-12 16:35:07.868423,2025-12-13 16:35:07.868423,4,0.3,20.67,Returned
2465807,492904,44541,179.16,2025-05-23 16:35:07.868439,2025-05-24 16:35:07.868439,3,0.25,11.64,Returned
3769100,187821,41704,17.78,2025-07-07 16:35:07.868455,2025-07-12 16:35:07.868455,1,0.24,10.28,Processing
2327174,140937,92212,265.37,2025-10-20 16:35:07.868492,2025-10-21 16:35:07.868492,3,0.21,5.31,Shipped
1319465,924197,23238,399.42,2025-11-28 16:35:07.868508,2025-12-05 16:35:07.868508,1,0.08,24.86,Processing
9842917,363028,66540,387.81,2026-04-13 16:35:07.868523,2026-04-15 16:35:07.868523,1,0.01,15.95,Returned
5210729,381632,30902,457.53,2026-03-28 16:35:07.868543,2026-03-31 16:35:07.868543,3,0.01,12.98,Shipped
8931122,313802,44435,19.44,2026-03-09 16:35:07.868558,2026-03-11 16:35:07.868558,1,0.02,15.33,Delivered
9903081,562958,67963,153.63,2026-03-06 16:35:07.868574,2026-03-10 16:35:07.868574,3,0.29,5.22,Returned
5424717,720230,37166,464.34,2025-08-20 16:35:07.868589,2025-08-28 16:35:07.868589,3,0.11,8.65,Processing
6518316,187821,82457,362.47,2025-07-08 16:35:07.868604,2025-07-11 16:35:07.868604,1,0.26,5.61,Processing
1878813,187821,64314,302.11,2025-05-27 16:35:07.868619,2025-05-28 16:35:07.868619,2,0.06,15.92,Shipped
4480522,924197,39395,413.86,2025-07-12 16:35:07.868635,2025-07-20 16:35:07.868635,1,0.16,8.46,Shipped
1895933,781209,33431,251.51,2025-04-23 16:35:07.868650,2025-04-28 16:35:07.868650,2,0.13,15.82,Delivered
7154402,187821,83904,284.62,2025-11-30 16:35:07.868665,2025-12-06 16:35:07.868665,1,0.12,16.7,Shipped
9455620,363028,73988,202.65,2025-04-17 16:35:07.868681,2025-04-21 16:35:07.868681,3,0.07,24.41,Returned
9968248,328815,33115,357.28,2025-04-30 16:35:07.868696,2025-05-02 16:35:07.868696,2,0.06,18.63,Delivered
2746499,176588,74218,11.99,2025-06-27 16:35:07.868711,2025-06-28 16:35:07.868711,2,0.15,23.78,Delivered
9144049,381632,42979,427.92,2025-10-27 16:35:07.868727,2025-11-03 16:35:07.868727,2,0.25,13.23,Returned
2188346,313802,36592,265.29,2025-07-11 16:35:07.868742,2025-07-12 16:35:07.868742,4,0.21,22.84,Shipped
4404982,781209,28864,371.85,2025-04-15 16:35:07.868757,2025-04-19 16:35:07.868757,4,0.18,19.14,Returned
2774792,492904,85652,185.11,2026-02-25 16:35:07.868772,2026-02-28 16:35:07.868772,3,0.15,20.08,Delivered
7952222,562958,77180,116.91,2025-09-21 16:35:07.868788,2025-09-24 16:35:07.868788,4,0.08,8.16,Shipped
7319187,313802,22183,382.29,2025-08-11 16:35:07.868803,2025-08-19 16:35:07.868803,2,0.01,8.18,Processing
7164126,328815,52883,467.4,2026-02-26 16:35:07.868819,2026-02-27 16:35:07.868819,3,0.19,7.42,Delivered
8582383,781209,92440,469.08,2025-04-26 16:35:07.868835,2025-05-03 16:35:07.868835,2,0.09,21.59,Delivered
5411333,363028,85925,86.02,2025-12-06 16:35:07.868850,2025-12-07 16:35:07.868850,3,0.03,14.98,Delivered
2012806,674253,71380,55.51,2025-09-05 16:35:07.868865,2025-09-11 16:35:07.868865,1,0.2,11.89,Delivered
7708294,781209,11952,34.84,2025-04-25 16:35:07.868881,2025-05-04 16:35:07.868881,4,0.18,11.24,Processing
5796636,381632,94817,366.08,2026-03-16 16:35:07.868896,2026-03-18 16:35:07.868896,3,0.08,19.13,Delivered
3469694,938521,55673,68.88,2025-08-02 16:35:07.868911,2025-08-03 16:35:07.868911,3,0.25,13.1,Returned
1314760,674253,92437,271.57,2025-10-02 16:35:07.868927,2025-10-11 16:35:07.868927,3,0.19,23.53,Processing
8333856,674253,88924,291.05,2026-02-11 16:35:07.868942,2026-02-16 16:35:07.868942,2,0.05,9.77,Delivered
5955386,140937,42648,172.51,2025-12-09 16:35:07.868959,2025-12-11 16:35:07.868959,4,0.04,8.64,Delivered
6915069,674253,75897,76.9,2025-10-30 16:35:07.868974,2025-11-02 16:35:07.868974,3,0.29,20.54,Shipped
2939449,176588,16247,488.86,2026-02-13 16:35:07.868989,2026-02-21 16:35:07.868989,4,0.2,9.38,Shipped
1114991,363028,30516,164.2,2025-09-15 16:35:07.869005,2025-09-19 16:35:07.869005,2,0.15,20.03,Processing
4506116,492904,36743,320.58,2025-12-18 16:35:07.869020,2025-12-21 16:35:07.869020,1,0.09,9.35,Delivered
5088664,363028,98641,17.28,2026-01-12 16:35:07.869036,2026-01-13 16:35:07.869036,4,0.09,8.58,Processing
6172166,313802,72374,408.38,2026-04-02 16:35:07.869051,2026-04-10 16:35:07.869051,1,0.25,17.02,Returned
2056611,363028,94169,349.52,2025-07-30 16:35:07.869066,2025-08-01 16:35:07.869066,4,0.05,23.68,Delivered
3254200,492904,62077,239.23,2026-03-24 16:35:07.869081,2026-03-25 16:35:07.869081,2,0.0,18.15,Shipped
8178670,562958,70830,84.41,2026-03-28 16:35:07.869097,2026-04-01 16:35:07.869097,4,0.19,21.26,Delivered
8158402,176588,12937,313.95,2025-10-25 16:35:07.869113,2025-10-28 16:35:07.869113,4,0.2,20.74,Returned
7606590,140937,37705,125.88,2025-07-10 16:35:07.869128,2025-07-18 16:35:07.869128,3,0.23,11.67,Shipped
6292315,674253,28517,14.09,2025-09-16 16:35:07.869143,2025-09-17 16:35:07.869143,4,0.23,19.72,Returned
8269649,313802,79926,95.07,2026-03-17 16:35:07.869158,2026-03-20 16:35:07.869158,2,0.1,19.01,Processing
7738680,562958,66059,120.02,2026-03-17 16:35:07.869173,2026-03-24 16:35:07.869173,2,0.01,23.38,Returned
8572877,381632,97756,106.59,2026-01-19 16:35:07.869210,2026-01-24 16:35:07.869210,2,0.12,23.24,Shipped
6964743,781209,31941,127.03,2025-07-23 16:35:07.869233,2025-07-30 16:35:07.869233,1,0.11,10.03,Returned
8246569,720230,76303,448.51,2025-05-28 16:35:07.869249,2025-06-04 16:35:07.869249,2,0.12,17.18,Returned
3667703,381632,88904,262.91,2025-07-25 16:35:07.869264,2025-07-27 16:35:07.869264,4,0.03,11.47,Shipped
5455959,328815,15559,292.83,2026-02-16 16:35:07.869279,2026-02-20 16:35:07.869279,3,0.1,17.6,Processing
3230038,313802,26394,171.89,2026-01-22 16:35:07.869294,2026-01-23 16:35:07.869294,2,0.13,12.72,Returned
3706607,176588,66468,272.64,2026-02-20 16:35:07.869309,2026-02-22 16:35:07.869309,4,0.1,7.42,Shipped
4084230,176588,81214,473.15,2026-02-09 16:35:07.869325,2026-02-14 16:35:07.869325,3,0.02,12.19,Delivered
5068925,140937,53876,16.2,2025-12-01 16:35:07.869343,2025-12-10 16:35:07.869343,3,0.25,8.87,Shipped
7468873,938521,78937,439.66,2026-03-08 16:35:07.869358,2026-03-11 16:35:07.869358,2,0.18,10.62,Processing
2650397,381632,91100,210.29,2025-06-17 16:35:07.869373,2025-06-21 16:35:07.869373,2,0.25,14.54,Delivered
6879385,313802,16447,442.34,2025-09-27 16:35:07.869390,2025-10-05 16:35:07.869390,1,0.1,21.41,Processing
6660700,924197,25682,230.59,2025-09-28 16:35:07.869405,2025-10-05 16:35:07.869405,3,0.16,18.98,Returned
1849685,328815,45587,91.74,2025-08-16 16:35:07.869420,2025-08-17 16:35:07.869420,4,0.2,18.76,Returned
7784712,562958,67797,403.4,2026-01-20 16:35:07.869436,2026-01-24 16:35:07.869436,1,0.09,17.45,Shipped
6456202,938521,59079,99.2,2025-06-24 16:35:07.869458,2025-06-25 16:35:07.869458,4,0.15,24.86,Returned
4088810,187821,11043,349.21,2025-07-29 16:35:07.869482,2025-08-07 16:35:07.869482,1,0.24,11.93,Returned
5621338,562958,53395,290.61,2026-03-17 16:35:07.869502,2026-03-21 16:35:07.869502,2,0.18,10.05,Processing
8612644,313802,20692,470.54,2026-02-08 16:35:07.869530,2026-02-14 16:35:07.869530,2,0.29,6.75,Processing
4487940,938521,83964,163.22,2026-01-03 16:35:07.869571,2026-01-10 16:35:07.869571,4,0.05,9.44,Returned
6082686,187821,68683,409.8,2025-04-25 16:35:07.869593,2025-04-28 16:35:07.869593,4,0.06,15.14,Delivered
6409749,492904,98189,443.96,2025-08-16 16:35:07.869609,2025-08-25 16:35:07.869609,1,0.11,22.9,Processing
2570675,562958,92088,439.67,2026-02-06 16:35:07.869624,2026-02-09 16:35:07.869624,4,0.02,19.85,Processing
8218946,562958,28246,460.49,2025-09-28 16:35:07.869640,2025-09-30 16:35:07.869640,1,0.16,18.11,Delivered
4876597,328815,75917,377.93,2026-01-20 16:35:07.869655,2026-01-29 16:35:07.869655,1,0.18,20.54,Returned
6122113,176588,47478,58.03,2025-12-11 16:35:07.869670,2025-12-20 16:35:07.869670,2,0.19,13.68,Shipped
3650160,140937,82244,488.21,2025-10-20 16:35:07.869688,2025-10-27 16:35:07.869688,3,0.09,22.18,Returned
8947508,492904,56689,343.8,2026-01-30 16:35:07.869703,2026-02-02 16:35:07.869703,2,0.12,15.82,Processing
1577800,674253,42363,33.77,2025-09-23 16:35:07.869718,2025-09-25 16:35:07.869718,4,0.24,17.81,Returned
3869796,512461,36818,323.92,2026-04-05 16:35:07.869734,2026-04-07 16:35:07.869734,1,0.29,23.1,Processing
4653364,512461,70213,119.94,2025-08-26 16:35:07.869749,2025-09-03 16:35:07.869749,1,0.08,6.89,Delivered
7873159,187821,58633,104.79,2025-10-18 16:35:07.869765,2025-10-25 16:35:07.869765,3,0.12,16.69,Processing
4289385,674253,68065,29.94,2025-07-21 16:35:07.869780,2025-07-30 16:35:07.869780,4,0.04,20.79,Delivered
9378819,562958,68225,456.56,2026-02-27 16:35:07.869795,2026-03-06 16:35:07.869795,2,0.25,17.02,Shipped
8171170,140937,25993,325.94,2026-03-20 16:35:07.869811,2026-03-22 16:35:07.869811,2,0.01,10.06,Returned
7548872,924197,34330,318.58,2026-03-28 16:35:07.869826,2026-04-01 16:35:07.869826,1,0.03,10.92,Delivered
9355423,562958,52803,201.37,2025-11-23 16:35:07.869842,2025-11-30 16:35:07.869842,1,0.08,9.55,Returned
5548572,492904,67292,274.85,2025-08-15 16:35:07.869857,2025-08-23 16:35:07.869857,2,0.1,23.63,Delivered
2932526,720230,65276,445.47,2025-10-09 16:35:07.869873,2025-10-15 16:35:07.869873,2,0.07,11.84,Shipped
