order_id,product_id,customer_id,price,order_date,shipping_date,quantity,discount,shipping_cost,order_status,product_name,product_category,manufacturing_city,size,color,SKU,cost,launch_date,shipping_days,net_price,revenue,profit,is_returned
8829003,176588,72329,302.55,2025-12-03 16:35:07.866156,2025-12-10 16:35:07.866156,3,0.25,10.08,Processing,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,7,226.91250000000002,680.7375000000001,509.64750000000004,0
6629312,720230,78131,174.2,2026-01-13 16:35:07.866172,2026-01-19 16:35:07.866172,2,0.18,11.73,Returned,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,6,142.844,285.688,137.048,1
3124233,720230,84058,58.06,2026-03-26 16:35:07.866188,2026-03-28 16:35:07.866188,4,0.15,6.0,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,2,49.351,197.404,-99.87599999999998,0
4846256,938521,83572,325.72,2025-11-16 16:35:07.866204,2025-11-25 16:35:07.866204,3,0.15,12.23,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,9,276.862,830.586,750.9660000000001,1
7665231,938521,19068,498.37,2025-12-05 16:35:07.866220,2025-12-08 16:35:07.866220,2,0.05,17.62,Processing,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,3,473.4515,946.903,893.823,0
4136592,781209,32498,83.28,2026-01-04 16:35:07.866239,2026-01-11 16:35:07.866239,2,0.17,19.06,Processing,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,7,69.1224,138.2448,27.104799999999997,0
4374945,313802,38033,119.93,2026-02-19 16:35:07.866255,2026-02-23 16:35:07.866255,2,0.06,21.55,Delivered,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,4,112.7342,225.4684,94.7884,0
8005943,720230,80162,399.9,2025-10-20 16:35:07.866286,2025-10-29 16:35:07.866286,3,0.22,22.39,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,9,311.92199999999997,935.7659999999998,712.8059999999999,0
4783085,924197,51869,372.6,2025-07-23 16:35:07.866312,2025-07-25 16:35:07.866312,1,0.01,19.74,Shipped,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,2,368.874,368.874,294.66400000000004,0
2842693,363028,13827,461.97,2025-05-31 16:35:07.866332,2025-06-02 16:35:07.866332,1,0.04,18.48,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,2,443.4912,443.4912,353.3612,0
5092757,720230,15765,128.46,2026-01-05 16:35:07.866348,2026-01-11 16:35:07.866348,2,0.03,10.27,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,6,124.6062,249.2124,100.57240000000002,0
6631454,674253,82620,189.41,2025-05-28 16:35:07.866363,2025-05-31 16:35:07.866363,2,0.21,5.49,Processing,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,3,149.6339,299.2678,166.42780000000002,0
4607325,328815,13903,268.22,2025-05-15 16:35:07.866379,2025-05-19 16:35:07.866379,4,0.21,13.75,Shipped,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,4,211.89380000000003,847.5752000000001,627.1752000000001,0
9424932,176588,76130,321.28,2025-12-26 16:35:07.866395,2026-01-01 16:35:07.866395,1,0.05,16.58,Processing,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,6,305.21599999999995,305.21599999999995,248.18599999999995,0
9005550,328815,93070,381.88,2026-04-04 16:35:07.866410,2026-04-09 16:35:07.866410,1,0.04,12.44,Processing,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,5,366.60479999999995,366.60479999999995,311.50479999999993,0
2097451,187821,72030,213.66,2025-06-24 16:35:07.866439,2025-07-03 16:35:07.866439,4,0.09,21.49,Returned,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,9,194.4306,777.7224,534.8424,1
2148060,187821,57974,192.74,2025-08-17 16:35:07.866469,2025-08-22 16:35:07.866469,3,0.04,18.06,Shipped,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,5,185.03040000000001,555.0912000000001,372.93120000000005,0
5291676,562958,69921,287.11,2025-11-26 16:35:07.866485,2025-11-29 16:35:07.866485,3,0.01,17.86,Shipped,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,3,284.2389,852.7167,789.2967000000001,0
6829771,562958,64663,458.46,2025-12-23 16:35:07.866501,2025-12-24 16:35:07.866501,4,0.05,23.32,Returned,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,1,435.537,1742.148,1657.588,1
1375531,674253,58183,301.85,2025-05-20 16:35:07.866517,2025-05-22 16:35:07.866517,2,0.28,24.91,Returned,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,2,217.33200000000002,434.66400000000004,301.82400000000007,1
3799644,924197,56477,10.06,2026-01-09 16:35:07.866533,2026-01-16 16:35:07.866533,2,0.26,15.41,Returned,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,7,7.4444,14.8888,-133.53119999999998,1
8257046,176588,76680,70.78,2025-11-18 16:35:07.866549,2025-11-19 16:35:07.866549,3,0.28,15.05,Delivered,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,1,50.9616,152.88479999999998,-18.205200000000012,0
2637118,512461,89187,55.59,2025-06-30 16:35:07.866564,2025-07-04 16:35:07.866564,2,0.27,16.13,Shipped,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,4,40.5807,81.1614,-116.15859999999999,0
6405829,938521,54346,480.67,2025-07-02 16:35:07.866586,2025-07-11 16:35:07.866586,2,0.06,17.92,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,9,451.8298,903.6596,850.5795999999999,1
9500121,187821,26719,256.9,2025-05-17 16:35:07.866627,2025-05-23 16:35:07.866627,4,0.05,11.16,Delivered,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,6,244.05499999999998,976.2199999999999,733.3399999999999,0
9470585,187821,58842,11.92,2025-11-06 16:35:07.866644,2025-11-09 16:35:07.866644,3,0.03,21.26,Shipped,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,3,11.5624,34.687200000000004,-147.4728,0
6075552,363028,70152,110.32,2026-02-13 16:35:07.866660,2026-02-20 16:35:07.866660,2,0.11,5.54,Returned,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,7,98.1848,196.3696,16.1096,1
9356618,363028,51451,352.42,2025-06-25 16:35:07.866676,2025-06-30 16:35:07.866676,2,0.29,10.97,Delivered,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,5,250.2182,500.4364,320.1764,0
4047699,720230,26245,277.17,2025-08-05 16:35:07.866691,2025-08-13 16:35:07.866691,3,0.04,16.15,Returned,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,8,266.08320000000003,798.2496000000001,575.2896000000001,1
3823579,674253,46462,43.03,2026-02-08 16:35:07.866707,2026-02-17 16:35:07.866707,1,0.12,17.85,Delivered,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,9,37.8664,37.8664,-28.553600000000003,0
9278420,187821,20113,367.82,2025-06-18 16:35:07.866723,2025-06-25 16:35:07.866723,3,0.18,13.81,Shipped,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,7,301.61240000000004,904.8372000000002,722.6772000000001,0
3277822,328815,86267,475.45,2025-09-16 16:35:07.866739,2025-09-25 16:35:07.866739,2,0.19,19.17,Returned,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,9,385.1145,770.229,660.029,1
4783465,512461,16247,469.88,2025-08-11 16:35:07.866755,2025-08-18 16:35:07.866755,2,0.13,11.32,Shipped,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,7,408.7956,817.5912,620.2711999999999,0
4838466,924197,85211,382.22,2025-09-20 16:35:07.866770,2025-09-23 16:35:07.866770,2,0.16,5.08,Returned,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,3,321.0648,642.1296,493.7096,1
6064136,781209,76650,230.96,2025-12-04 16:35:07.866786,2025-12-10 16:35:07.866786,3,0.23,5.64,Returned,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,6,177.8392,533.5176,366.80760000000004,1
6895051,492904,94830,103.9,2025-06-11 16:35:07.866801,2025-06-19 16:35:07.866801,4,0.21,13.1,Shipped,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,8,82.081,328.324,-54.27600000000001,0
1580538,492904,68510,404.3,2026-02-23 16:35:07.866817,2026-02-26 16:35:07.866817,3,0.2,18.07,Shipped,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,3,323.44000000000005,970.3200000000002,683.3700000000001,0
5110032,924197,69868,31.68,2026-01-17 16:35:07.866832,2026-01-25 16:35:07.866832,3,0.21,18.93,Processing,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,8,25.0272,75.08160000000001,-147.5484,0
4178724,363028,50365,396.52,2025-05-04 16:35:07.866848,2025-05-05 16:35:07.866848,2,0.1,10.64,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,1,356.868,713.736,533.476,0
5035161,674253,12158,383.5,2025-10-18 16:35:07.866863,2025-10-22 16:35:07.866863,1,0.02,20.72,Delivered,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,4,375.83,375.83,309.40999999999997,0
5563286,720230,23068,95.11,2025-07-12 16:35:07.866879,2025-07-16 16:35:07.866879,1,0.22,19.39,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,4,74.1858,74.1858,-0.13419999999999277,0
4400688,187821,63836,361.46,2025-09-14 16:35:07.866898,2025-09-21 16:35:07.866898,2,0.22,20.5,Delivered,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,7,281.9388,563.8776,442.43760000000003,0
9185452,140937,86048,31.78,2025-09-09 16:35:07.866914,2025-09-14 16:35:07.866914,3,0.01,7.96,Processing,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,5,31.4622,94.3866,-157.4334,0
8640781,492904,13308,220.24,2025-07-10 16:35:07.866930,2025-07-19 16:35:07.866930,1,0.22,11.03,Delivered,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,9,171.7872,171.7872,76.1372,0
9186541,938521,80815,310.66,2026-02-16 16:35:07.866945,2026-02-23 16:35:07.866945,2,0.26,15.5,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,7,229.88840000000002,459.77680000000004,406.69680000000005,1
5809127,176588,39244,103.43,2025-09-29 16:35:07.866961,2025-10-01 16:35:07.866961,3,0.1,5.18,Returned,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,2,93.087,279.261,108.171,1
3706827,512461,53065,393.01,2025-06-11 16:35:07.866976,2025-06-20 16:35:07.866976,2,0.25,11.14,Processing,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,9,294.7575,589.515,392.195,0
3115749,924197,92681,47.26,2025-12-31 16:35:07.866992,2026-01-08 16:35:07.866992,2,0.18,9.09,Delivered,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,8,38.7532,77.5064,-70.91359999999999,0
3990921,492904,21678,484.93,2025-06-15 16:35:07.867007,2025-06-17 16:35:07.867007,3,0.26,6.53,Shipped,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,2,358.8482,1076.5446000000002,789.5946000000001,0
4685337,313802,21585,26.04,2025-11-28 16:35:07.867023,2025-11-30 16:35:07.867023,2,0.12,21.2,Shipped,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,2,22.9152,45.8304,-84.84960000000001,0
1601504,328815,97527,424.4,2026-02-20 16:35:07.867038,2026-03-01 16:35:07.867038,3,0.03,21.3,Delivered,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,9,411.66799999999995,1235.004,1069.7039999999997,0
9123382,328815,54543,255.42,2025-11-18 16:35:07.867054,2025-11-21 16:35:07.867054,2,0.27,14.53,Delivered,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,3,186.45659999999998,372.91319999999996,262.7132,0
7348526,381632,10950,387.85,2025-09-12 16:35:07.867076,2025-09-16 16:35:07.867076,1,0.04,24.35,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,4,372.336,372.336,285.406,0
3910311,938521,59183,14.63,2025-08-03 16:35:07.867110,2025-08-08 16:35:07.867110,4,0.2,23.97,Shipped,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,5,11.704,46.816,-59.343999999999994,0
7852871,492904,67740,143.15,2025-07-15 16:35:07.867126,2025-07-17 16:35:07.867126,3,0.06,17.49,Shipped,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,2,134.561,403.683,116.733,0
9150292,781209,30569,428.98,2025-11-08 16:35:07.867141,2025-11-15 16:35:07.867141,4,0.15,23.98,Shipped,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,7,364.633,1458.532,1236.252,0
9797984,363028,22381,50.37,2025-12-08 16:35:07.867156,2025-12-17 16:35:07.867156,3,0.14,19.92,Returned,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,9,43.3182,129.9546,-140.4354,1
5085836,924197,95529,369.65,2025-11-26 16:35:07.867172,2025-12-02 16:35:07.867172,1,0.3,23.57,Delivered,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,6,258.755,258.755,184.54500000000002,0
5032988,140937,46749,403.18,2025-07-15 16:35:07.867188,2025-07-17 16:35:07.867188,1,0.09,20.66,Processing,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,2,366.8938,366.8938,282.9538,0
9808475,492904,67569,13.28,2025-06-06 16:35:07.867203,2025-06-13 16:35:07.867203,4,0.05,13.48,Delivered,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,7,12.616,50.464,-332.136,0
5957844,938521,97149,451.94,2025-12-20 16:35:07.867219,2025-12-28 16:35:07.867219,4,0.02,14.94,Processing,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,8,442.9012,1771.6048,1665.4448,0
9356663,492904,93708,243.72,2026-03-12 16:35:07.867235,2026-03-18 16:35:07.867235,1,0.05,6.58,Processing,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,6,231.534,231.534,135.884,0
8532047,674253,25949,228.33,2025-09-15 16:35:07.867250,2025-09-19 16:35:07.867250,4,0.06,13.95,Processing,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,4,214.6302,858.5208,592.8408,0
3652357,492904,99117,59.98,2025-07-03 16:35:07.867266,2025-07-11 16:35:07.867266,4,0.15,12.95,Shipped,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,8,50.983,203.932,-178.66800000000003,0
4604095,924197,26231,129.79,2025-10-18 16:35:07.867280,2025-10-20 16:35:07.867280,3,0.24,12.34,Processing,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,2,98.6404,295.9212,73.29120000000002,0
7488590,313802,52800,29.38,2025-10-09 16:35:07.867296,2025-10-15 16:35:07.867296,3,0.16,22.67,Processing,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,6,24.679199999999998,74.0376,-121.98240000000003,0
2203386,176588,19723,58.24,2026-02-03 16:35:07.867311,2026-02-07 16:35:07.867311,4,0.26,20.4,Processing,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,4,43.0976,172.3904,-55.729600000000005,0
2036707,363028,78142,177.56,2025-09-02 16:35:07.867334,2025-09-08 16:35:07.867334,4,0.24,14.13,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,6,134.9456,539.7824,179.26240000000007,0
9100544,562958,22068,355.12,2026-01-12 16:35:07.867361,2026-01-14 16:35:07.867361,1,0.23,22.91,Shipped,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,2,273.4424,273.4424,252.30240000000003,0
5259425,381632,19206,140.26,2026-02-24 16:35:07.867389,2026-03-04 16:35:07.867389,1,0.11,14.85,Processing,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,8,124.83139999999999,124.83139999999999,37.90139999999998,0
3020612,938521,38354,133.81,2025-06-11 16:35:07.867417,2025-06-13 16:35:07.867417,4,0.23,24.74,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,2,103.03370000000001,412.13480000000004,305.9748000000001,1
3654450,674253,21993,153.07,2025-10-24 16:35:07.867433,2025-10-28 16:35:07.867433,3,0.06,21.65,Shipped,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,4,143.8858,431.65739999999994,232.39739999999995,0
5291013,492904,62318,271.31,2025-06-10 16:35:07.867448,2025-06-15 16:35:07.867448,3,0.05,19.38,Delivered,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,5,257.7445,773.2335,486.2835,0
8823835,492904,24290,139.21,2025-11-28 16:35:07.867464,2025-12-06 16:35:07.867464,4,0.22,21.21,Processing,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,8,108.58380000000001,434.33520000000004,51.73520000000002,0
6730162,720230,60423,391.58,2025-06-01 16:35:07.867479,2025-06-02 16:35:07.867479,2,0.22,18.16,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,1,305.4324,610.8648,462.22479999999996,0
8570610,720230,49966,266.2,2025-08-31 16:35:07.867495,2025-09-06 16:35:07.867495,2,0.04,17.33,Returned,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,6,255.552,511.104,362.464,1
5786558,512461,56789,107.53,2025-07-16 16:35:07.867510,2025-07-22 16:35:07.867510,1,0.18,14.94,Delivered,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,6,88.17460000000001,88.17460000000001,-10.485399999999984,0
8568924,363028,78652,444.96,2025-04-17 16:35:07.867525,2025-04-22 16:35:07.867525,3,0.17,14.49,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,5,369.31679999999994,1107.9503999999997,837.5603999999998,0
1223013,512461,69090,13.03,2025-04-26 16:35:07.867541,2025-04-29 16:35:07.867541,2,0.15,17.88,Shipped,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,3,11.0755,22.151,-175.16899999999998,0
9752966,381632,80250,397.36,2025-08-30 16:35:07.867556,2025-09-04 16:35:07.867556,1,0.2,8.25,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,5,317.88800000000003,317.88800000000003,230.95800000000003,0
5352252,924197,65305,73.7,2025-05-07 16:35:07.867572,2025-05-08 16:35:07.867572,2,0.12,22.95,Delivered,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,1,64.85600000000001,129.71200000000002,-18.70799999999997,0
7032839,720230,71745,29.58,2025-05-14 16:35:07.867588,2025-05-23 16:35:07.867588,4,0.06,17.86,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,9,27.805199999999996,111.22079999999998,-186.05919999999998,0
4541842,512461,91516,268.44,2026-03-08 16:35:07.867603,2026-03-09 16:35:07.867603,2,0.15,19.24,Processing,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,1,228.17399999999998,456.34799999999996,259.02799999999996,0
7763538,492904,24172,481.03,2025-04-29 16:35:07.867619,2025-05-03 16:35:07.867619,1,0.19,8.35,Processing,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,4,389.6343,389.6343,293.98429999999996,0
9426525,781209,10660,468.34,2025-05-01 16:35:07.867634,2025-05-09 16:35:07.867634,3,0.24,7.66,Shipped,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,8,355.9384,1067.8152,901.1052,0
2689310,720230,47499,212.28,2025-11-03 16:35:07.867649,2025-11-12 16:35:07.867649,1,0.3,17.8,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,9,148.596,148.596,74.27600000000001,0
6394718,381632,80812,467.95,2025-07-10 16:35:07.867665,2025-07-14 16:35:07.867665,4,0.22,16.03,Processing,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,4,365.001,1460.004,1112.2839999999999,0
4008199,140937,24995,436.87,2026-02-11 16:35:07.867680,2026-02-17 16:35:07.867680,1,0.27,21.7,Processing,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,6,318.9151,318.9151,234.9751,0
4416108,140937,95724,150.48,2025-11-17 16:35:07.867695,2025-11-26 16:35:07.867695,3,0.04,17.75,Processing,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,9,144.46079999999998,433.38239999999996,181.56239999999994,0
2997477,938521,27641,99.28,2025-07-30 16:35:07.867711,2025-08-07 16:35:07.867711,3,0.28,21.94,Processing,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,8,71.4816,214.4448,134.8248,0
7636948,720230,25189,364.46,2025-09-05 16:35:07.867726,2025-09-14 16:35:07.867726,1,0.06,8.83,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,9,342.59239999999994,342.59239999999994,268.27239999999995,0
3358918,140937,68094,116.7,2025-12-31 16:35:07.867741,2026-01-09 16:35:07.867741,1,0.28,18.39,Delivered,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,9,84.024,84.024,0.08400000000000318,0
2157523,381632,52338,252.62,2025-07-22 16:35:07.867757,2025-07-27 16:35:07.867757,4,0.08,24.7,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,5,232.4104,929.6416,581.9216,0
2088317,938521,57805,186.33,2025-09-17 16:35:07.867772,2025-09-18 16:35:07.867772,4,0.24,16.39,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,1,141.6108,566.4432,460.2832000000001,1
5797889,381632,76027,337.61,2025-06-17 16:35:07.867787,2025-06-20 16:35:07.867787,3,0.09,23.44,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,3,307.2251,921.6753,660.8852999999999,0
9081996,328815,12303,276.29,2026-04-03 16:35:07.867803,2026-04-08 16:35:07.867803,3,0.29,11.03,Processing,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,5,196.1659,588.4977,423.1977,0
2602478,187821,21711,183.31,2025-05-27 16:35:07.867819,2025-06-05 16:35:07.867819,1,0.12,6.71,Delivered,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,9,161.3128,161.3128,100.59280000000001,0
3025983,381632,76894,119.05,2025-08-31 16:35:07.867834,2025-09-09 16:35:07.867834,2,0.08,16.9,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,9,109.526,219.052,45.19199999999998,0
